HEAT_SELL_DATE,DAY_OF_THE_WEEK,HOUR,SEJONG
2014-02-08,토,19,25.1
2014-02-08,토,20,26.8
2014-02-08,토,21,30.6
2014-02-08,토,22,29.4
2014-02-08,토,23,29.5
2014-02-08,토,24,27.4
2014-02-09,일,1,25.5
2014-02-09,일,2,25.4
2014-02-09,일,3,25.4
2014-02-09,일,4,28.4
2014-02-09,일,5,25.4
2014-02-09,일,6,25.4
2014-02-09,일,7,28.4
2014-02-09,일,8,22.8
2014-02-09,일,9,29.8
2014-02-09,일,10,23.9
2014-02-09,일,11,22.4
2014-02-09,일,12,22.9
2014-02-09,일,13,24.1
2014-02-09,일,14,16.9
2014-02-09,일,15,19.6
2014-02-09,일,16,20.0
2014-02-09,일,17,22.9
2014-02-09,일,18,28.8
2014-02-09,일,19,29.0
2014-02-09,일,20,36.0
2014-02-09,일,21,26.7
2014-02-09,일,22,31.5
2014-02-09,일,23,32.5
2014-02-09,일,24,27.5
2014-02-10,월,1,30.5
2014-02-10,월,2,27.5
2014-02-10,월,3,25.4
2014-02-10,월,4,30.6
2014-02-10,월,5,30.5
2014-02-10,월,6,29.4
2014-02-10,월,7,36.0
2014-02-10,월,8,41.0
2014-02-10,월,9,40.5
2014-02-10,월,10,31.0
2014-02-10,월,11,29.7
2014-02-10,월,12,23.2
2014-02-10,월,13,24.2
2014-02-10,월,14,26.2
2014-02-10,월,15,18.8
2014-02-10,월,16,26.1
2014-02-10,월,17,20.8
2014-02-10,월,18,26.7
2014-02-10,월,19,29.4
2014-02-10,월,20,28.7
2014-02-10,월,21,34.7
2014-02-10,월,22,31.7
2014-02-10,월,23,34.7
2014-02-10,월,24,32.7
2014-02-11,화,1,33.7
2014-02-11,화,2,30.7
2014-02-11,화,3,34.7
2014-02-11,화,4,34.7
2014-02-11,화,5,38.7
2014-02-11,화,6,33.7
2014-02-11,화,7,37.7
2014-02-11,화,8,39.7
2014-02-11,화,9,38.7
2014-02-11,화,10,29.7
2014-02-11,화,11,22.7
2014-02-11,화,12,23.7
2014-02-11,화,13,22.7
2014-02-11,화,14,24.7
2014-02-11,화,15,21.7
2014-02-11,화,16,21.7
2014-02-11,화,17,20.7
2014-02-11,화,18,26.7
2014-02-11,화,19,28.7
2014-02-11,화,20,32.7
2014-02-11,화,21,28.7
2014-02-11,화,22,33.7
2014-02-11,화,23,32.7
2014-02-11,화,24,34.7
2014-02-12,수,1,32.7
2014-02-12,수,2,31.7
2014-02-12,수,3,33.7
2014-02-12,수,4,30.7
2014-02-12,수,5,31.7
2014-02-12,수,6,29.7
2014-02-12,수,7,33.7
2014-02-12,수,8,36.7
2014-02-12,수,9,32.7
2014-02-12,수,10,27.7
2014-02-12,수,11,21.7
2014-02-12,수,12,23.7
2014-02-12,수,13,23.7
2014-02-12,수,14,23.7
2014-02-12,수,15,22.7
2014-02-12,수,16,24.7
2014-02-12,수,17,23.7
2014-02-12,수,18,27.7
2014-02-12,수,19,27.7
2014-02-12,수,20,30.7
2014-02-12,수,21,31.7
2014-02-12,수,22,32.7
2014-02-12,수,23,32.7
2014-02-12,수,24,31.7
2014-02-13,목,1,35.7
2014-02-13,목,2,28.7
2014-02-13,목,3,26.7
2014-02-13,목,4,24.7
2014-02-13,목,5,20.7
2014-02-13,목,6,7.7
2014-02-13,목,7,11.7
2014-02-13,목,8,38.7
2014-02-13,목,9,28.7
2014-02-13,목,10,15.7
2014-02-13,목,11,13.7
2014-02-13,목,12,13.7
2014-02-13,목,13,16.7
2014-02-13,목,14,16.7
2014-02-13,목,15,16.7
2014-02-13,목,16,15.7
2014-02-13,목,17,22.7
2014-02-13,목,18,24.7
2014-02-13,목,19,22.7
2014-02-13,목,20,25.7
2014-02-13,목,21,27.7
2014-02-13,목,22,29.7
2014-02-13,목,23,31.7
2014-02-13,목,24,19.7
2014-02-14,금,1,33.7
2014-02-14,금,2,19.7
2014-02-14,금,3,18.7
2014-02-14,금,4,19.7
2014-02-14,금,5,21.7
2014-02-14,금,6,23.7
2014-02-14,금,7,26.7
2014-02-14,금,8,34.7
2014-02-14,금,9,26.1
2014-02-14,금,10,22.0
2014-02-14,금,11,18.8
2014-02-14,금,12,15.0
2014-02-14,금,13,16.8
2014-02-14,금,14,17.0
2014-02-14,금,15,14.7
2014-02-14,금,16,16.0
2014-02-14,금,17,15.8
2014-02-14,금,18,23.7
2014-02-14,금,19,23.8
2014-02-14,금,20,22.6
2014-02-14,금,21,24.8
2014-02-14,금,22,20.6
2014-02-14,금,23,20.5
2014-02-14,금,24,30.5
2014-02-15,토,1,27.4
2014-02-15,토,2,23.3
2014-02-15,토,3,35.3
2014-02-15,토,4,27.3
2014-02-15,토,5,28.4
2014-02-15,토,6,25.4
2014-02-15,토,7,22.4
2014-02-15,토,8,30.5
2014-02-15,토,9,22.9
2014-02-15,토,10,17.7
2014-02-15,토,11,17.7
2014-02-15,토,12,16.8
2014-02-15,토,13,9.7
2014-02-15,토,14,6.7
2014-02-15,토,15,10.6
2014-02-15,토,16,10.7
2014-02-15,토,17,11.6
2014-02-15,토,18,16.7
2014-02-15,토,19,17.6
2014-02-15,토,20,24.8
2014-02-15,토,21,30.4
2014-02-15,토,22,31.5
2014-02-15,토,23,32.4
2014-02-15,토,24,37.3
2014-02-16,일,1,37.5
2014-02-16,일,2,34.3
2014-02-16,일,3,32.4
2014-02-16,일,4,32.4
2014-02-16,일,5,32.5
2014-02-16,일,6,32.4
2014-02-16,일,7,30.5
2014-02-16,일,8,32.5
2014-02-16,일,9,33.7
2014-02-16,일,10,32.7
2014-02-16,일,11,35.7
2014-02-16,일,12,43.7
2014-02-16,일,13,55.8
2014-02-16,일,14,55.7
2014-02-16,일,15,48.7
2014-02-16,일,16,28.6
2014-02-16,일,17,17.7
2014-02-16,일,18,17.7
2014-02-16,일,19,17.7
2014-02-16,일,20,20.7
2014-02-16,일,21,26.5
2014-02-16,일,22,26.3
2014-02-16,일,23,26.5
2014-02-16,일,24,26.5
2014-02-17,월,1,25.5
2014-02-17,월,2,25.4
2014-02-17,월,3,24.4
2014-02-17,월,4,25.6
2014-02-17,월,5,25.3
2014-02-17,월,6,25.5
2014-02-17,월,7,23.6
2014-02-17,월,8,30.1
2014-02-17,월,9,30.3
2014-02-17,월,10,21.0
2014-02-17,월,11,19.8
2014-02-17,월,12,14.9
2014-02-17,월,13,16.9
2014-02-17,월,14,19.8
2014-02-17,월,15,16.9
2014-02-17,월,16,18.8
2014-02-17,월,17,20.9
2014-02-17,월,18,21.8
2014-02-17,월,19,22.0
2014-02-17,월,20,24.8
2014-02-17,월,21,27.7
2014-02-17,월,22,24.6
2014-02-17,월,23,28.8
2014-02-17,월,24,26.5
2014-02-18,화,1,23.6
2014-02-18,화,2,21.5
2014-02-18,화,3,24.7
2014-02-18,화,4,22.6
2014-02-18,화,5,22.4
2014-02-18,화,6,22.6
2014-02-18,화,7,25.6
2014-02-18,화,8,27.1
2014-02-18,화,9,30.5
2014-02-18,화,10,22.9
2014-02-18,화,11,18.8
2014-02-18,화,12,16.7
2014-02-18,화,13,13.9
2014-02-18,화,14,14.7
2014-02-18,화,15,14.6
2014-02-18,화,16,13.7
2014-02-18,화,17,16.0
2014-02-18,화,18,18.9
2014-02-18,화,19,19.8
2014-02-18,화,20,23.9
2014-02-18,화,21,24.8
2014-02-18,화,22,21.8
2014-02-18,화,23,26.9
2014-02-18,화,24,29.5
2014-02-19,수,1,27.6
2014-02-19,수,2,25.6
2014-02-19,수,3,23.6
2014-02-19,수,4,23.5
2014-02-19,수,5,21.6
2014-02-19,수,6,21.5
2014-02-19,수,7,25.1
2014-02-19,수,8,29.1
2014-02-19,수,9,30.6
2014-02-19,수,10,23.2
2014-02-19,수,11,18.4
2014-02-19,수,12,15.7
2014-02-19,수,13,13.6
2014-02-19,수,14,13.8
2014-02-19,수,15,13.7
2014-02-19,수,16,12.8
2014-02-19,수,17,15.9
2014-02-19,수,18,16.6
2014-02-19,수,19,21.0
2014-02-19,수,20,22.9
2014-02-19,수,21,23.5
2014-02-19,수,22,24.7
2014-02-19,수,23,25.7
2014-02-19,수,24,24.8
2014-02-20,목,1,25.4
2014-02-20,목,2,26.5
2014-02-20,목,3,26.5
2014-02-20,목,4,26.5
2014-02-20,목,5,25.6
2014-02-20,목,6,25.4
2014-02-20,목,7,28.5
2014-02-20,목,8,33.0
2014-02-20,목,9,27.7
2014-02-20,목,10,18.5
2014-02-20,목,11,16.8
2014-02-20,목,12,16.9
2014-02-20,목,13,14.7
2014-02-20,목,14,14.8
2014-02-20,목,15,12.7
2014-02-20,목,16,13.8
2014-02-20,목,17,15.7
2014-02-20,목,18,18.0
2014-02-20,목,19,20.6
2014-02-20,목,20,25.8
2014-02-20,목,21,25.9
2014-02-20,목,22,26.8
2014-02-20,목,23,27.5
2014-02-20,목,24,25.5
2014-02-21,금,1,25.6
2014-02-21,금,2,25.5
2014-02-21,금,3,26.5
2014-02-21,금,4,25.5
2014-02-21,금,5,24.5
2014-02-21,금,6,25.5
2014-02-21,금,7,27.9
2014-02-21,금,8,33.2
2014-02-21,금,9,30.4
2014-02-21,금,10,18.9
2014-02-21,금,11,15.8
2014-02-21,금,12,15.7
2014-02-21,금,13,14.8
2014-02-21,금,14,10.7
2014-02-21,금,15,13.5
2014-02-21,금,16,12.6
2014-02-21,금,17,18.7
2014-02-21,금,18,16.7
2014-02-21,금,19,21.6
2014-02-21,금,20,26.7
2014-02-21,금,21,26.7
2014-02-21,금,22,28.8
2014-02-21,금,23,29.4
2014-02-21,금,24,30.4
2014-02-22,토,1,28.4
2014-02-22,토,2,27.3
2014-02-22,토,3,26.5
2014-02-22,토,4,29.3
2014-02-22,토,5,27.3
2014-02-22,토,6,26.5
2014-02-22,토,7,25.5
2014-02-22,토,8,28.9
2014-02-22,토,9,29.0
2014-02-22,토,10,25.8
2014-02-22,토,11,17.7
2014-02-22,토,12,21.7
2014-02-22,토,13,26.6
2014-02-22,토,14,34.6
2014-02-22,토,15,38.4
2014-02-22,토,16,9.6
2014-02-22,토,17,10.4
2014-02-22,토,18,13.6
2014-02-22,토,19,15.5
2014-02-22,토,20,14.7
2014-02-22,토,21,19.3
2014-02-22,토,22,18.5
2014-02-22,토,23,31.4
2014-02-22,토,24,27.4
2014-02-23,일,1,26.3
2014-02-23,일,2,28.4
2014-02-23,일,3,28.4
2014-02-23,일,4,28.4
2014-02-23,일,5,26.3
2014-02-23,일,6,28.3
2014-02-23,일,7,28.4
2014-02-23,일,8,27.6
2014-02-23,일,9,24.7
2014-02-23,일,10,21.4
2014-02-23,일,11,18.6
2014-02-23,일,12,17.5
2014-02-23,일,13,15.7
2014-02-23,일,14,17.5
2014-02-23,일,15,12.3
2014-02-23,일,16,12.4
2014-02-23,일,17,19.6
2014-02-23,일,18,15.7
2014-02-23,일,19,20.7
2014-02-23,일,20,21.5
2014-02-23,일,21,25.4
2014-02-23,일,22,26.5
2014-02-23,일,23,25.4
2014-02-23,일,24,27.4
2014-02-24,월,1,25.5
2014-02-24,월,2,22.5
2014-02-24,월,3,27.2
2014-02-24,월,4,22.6
2014-02-24,월,5,24.5
2014-02-24,월,6,26.4
2014-02-24,월,7,22.8
2014-02-24,월,8,36.7
2014-02-24,월,9,34.0
2014-02-24,월,10,13.9
2014-02-24,월,11,16.9
2014-02-24,월,12,17.8
2014-02-24,월,13,10.8
2014-02-24,월,14,15.5
2014-02-24,월,15,7.9
2014-02-24,월,16,14.7
2014-02-24,월,17,11.6
2014-02-24,월,18,15.7
2014-02-24,월,19,24.6
2014-02-24,월,20,23.7
2014-02-24,월,21,19.8
2014-02-24,월,22,23.9
2014-02-24,월,23,26.5
2014-02-24,월,24,23.4
2014-02-25,화,1,23.6
2014-02-25,화,2,23.6
2014-02-25,화,3,18.6
2014-02-25,화,4,24.5
2014-02-25,화,5,17.5
2014-02-25,화,6,18.6
2014-02-25,화,7,23.9
2014-02-25,화,8,28.1
2014-02-25,화,9,24.7
2014-02-25,화,10,20.0
2014-02-25,화,11,14.2
2014-02-25,화,12,12.8
2014-02-25,화,13,11.7
2014-02-25,화,14,13.1
2014-02-25,화,15,9.4
2014-02-25,화,16,11.8
2014-02-25,화,17,11.5
2014-02-25,화,18,13.7
2014-02-25,화,19,26.7
2014-02-25,화,20,25.7
2014-02-25,화,21,28.7
2014-02-25,화,22,28.9
2014-02-25,화,23,28.6
2014-02-25,화,24,31.4
2014-02-26,수,1,22.5
2014-02-26,수,2,25.5
2014-02-26,수,3,20.4
2014-02-26,수,4,23.5
2014-02-26,수,5,21.5
2014-02-26,수,6,21.4
2014-02-26,수,7,28.4
2014-02-26,수,8,29.0
2014-02-26,수,9,33.8
2014-02-26,수,10,26.7
2014-02-26,수,11,21.1
2014-02-26,수,12,17.7
2014-02-26,수,13,14.9
2014-02-26,수,14,14.8
2014-02-26,수,15,14.8
2014-02-26,수,16,13.7
2014-02-26,수,17,16.7
2014-02-26,수,18,12.7
2014-02-26,수,19,18.7
2014-02-26,수,20,21.7
2014-02-26,수,21,22.7
2014-02-26,수,22,24.8
2014-02-26,수,23,22.5
2014-02-26,수,24,22.5
2014-02-27,목,1,24.5
2014-02-27,목,2,20.2
2014-02-27,목,3,19.4
2014-02-27,목,4,19.4
2014-02-27,목,5,20.5
2014-02-27,목,6,20.4
2014-02-27,목,7,23.0
2014-02-27,목,8,28.1
2014-02-27,목,9,27.3
2014-02-27,목,10,18.9
2014-02-27,목,11,17.8
2014-02-27,목,12,14.7
2014-02-27,목,13,13.5
2014-02-27,목,14,12.7
2014-02-27,목,15,12.6
2014-02-27,목,16,12.7
2014-02-27,목,17,12.6
2014-02-27,목,18,12.6
2014-02-27,목,19,16.7
2014-02-27,목,20,18.6
2014-02-27,목,21,20.5
2014-02-27,목,22,21.5
2014-02-27,목,23,22.9
2014-02-27,목,24,22.4
2014-02-28,금,1,20.6
2014-02-28,금,2,18.6
2014-02-28,금,3,20.4
2014-02-28,금,4,18.5
2014-02-28,금,5,21.0
2014-02-28,금,6,18.7
2014-02-28,금,7,18.5
2014-02-28,금,8,30.2
2014-02-28,금,9,27.8
2014-02-28,금,10,17.8
2014-02-28,금,11,16.7
2014-02-28,금,12,12.6
2014-02-28,금,13,10.6
2014-02-28,금,14,11.3
2014-02-28,금,15,9.3
2014-02-28,금,16,8.7
2014-02-28,금,17,9.4
2014-02-28,금,18,14.5
2014-02-28,금,19,12.6
2014-02-28,금,20,16.5
2014-02-28,금,21,15.6
2014-02-28,금,22,18.3
2014-02-28,금,23,20.6
2014-02-28,금,24,16.4
2014-03-01,토,1,16.3
2014-03-01,토,2,11.5
2014-03-01,토,3,17.3
2014-03-01,토,4,15.2
2014-03-01,토,5,15.4
2014-03-01,토,6,18.4
2014-03-01,토,7,13.2
2014-03-01,토,8,18.8
2014-03-01,토,9,18.6
2014-03-01,토,10,15.4
2014-03-01,토,11,17.6
2014-03-01,토,12,14.5
2014-03-01,토,13,15.5
2014-03-01,토,14,13.4
2014-03-01,토,15,12.6
2014-03-01,토,16,12.4
2014-03-01,토,17,12.5
2014-03-01,토,18,15.4
2014-03-01,토,19,14.7
2014-03-01,토,20,17.5
2014-03-01,토,21,20.2
2014-03-01,토,22,19.7
2014-03-01,토,23,18.5
2014-03-01,토,24,19.5
2014-03-02,일,1,18.5
2014-03-02,일,2,19.4
2014-03-02,일,3,17.3
2014-03-02,일,4,15.5
2014-03-02,일,5,19.3
2014-03-02,일,6,17.3
2014-03-02,일,7,22.3
2014-03-02,일,8,25.6
2014-03-02,일,9,22.7
2014-03-02,일,10,16.5
2014-03-02,일,11,15.3
2014-03-02,일,12,14.4
2014-03-02,일,13,16.5
2014-03-02,일,14,13.4
2014-03-02,일,15,13.4
2014-03-02,일,16,10.5
2014-03-02,일,17,12.5
2014-03-02,일,18,14.5
2014-03-02,일,19,16.5
2014-03-02,일,20,18.5
2014-03-02,일,21,23.3
2014-03-02,일,22,23.4
2014-03-02,일,23,22.5
2014-03-02,일,24,25.4
2014-03-03,월,1,22.5
2014-03-03,월,2,22.4
2014-03-03,월,3,22.4
2014-03-03,월,4,20.4
2014-03-03,월,5,21.3
2014-03-03,월,6,24.4
2014-03-03,월,7,26.5
2014-03-03,월,8,31.8
2014-03-03,월,9,28.0
2014-03-03,월,10,18.6
2014-03-03,월,11,13.7
2014-03-03,월,12,13.8
2014-03-03,월,13,13.7
2014-03-03,월,14,13.5
2014-03-03,월,15,12.5
2014-03-03,월,16,11.5
2014-03-03,월,17,11.4
2014-03-03,월,18,11.5
2014-03-03,월,19,16.5
2014-03-03,월,20,16.6
2014-03-03,월,21,21.6
2014-03-03,월,22,24.6
2014-03-03,월,23,23.5
2014-03-03,월,24,22.5
2014-03-04,화,1,22.5
2014-03-04,화,2,19.5
2014-03-04,화,3,18.4
2014-03-04,화,4,19.5
2014-03-04,화,5,19.4
2014-03-04,화,6,19.4
2014-03-04,화,7,21.9
2014-03-04,화,8,31.8
2014-03-04,화,9,26.0
2014-03-04,화,10,16.6
2014-03-04,화,11,15.6
2014-03-04,화,12,12.7
2014-03-04,화,13,14.5
2014-03-04,화,14,10.5
2014-03-04,화,15,11.5
2014-03-04,화,16,12.8
2014-03-04,화,17,10.5
2014-03-04,화,18,13.6
2014-03-04,화,19,15.7
2014-03-04,화,20,20.6
2014-03-04,화,21,22.6
2014-03-04,화,22,24.6
2014-03-04,화,23,23.5
2014-03-04,화,24,25.5
2014-03-05,수,1,23.6
2014-03-05,수,2,20.4
2014-03-05,수,3,21.4
2014-03-05,수,4,17.5
2014-03-05,수,5,21.4
2014-03-05,수,6,22.5
2014-03-05,수,7,21.7
2014-03-05,수,8,30.0
2014-03-05,수,9,26.1
2014-03-05,수,10,20.7
2014-03-05,수,11,14.7
2014-03-05,수,12,15.7
2014-03-05,수,13,13.7
2014-03-05,수,14,13.6
2014-03-05,수,15,13.4
2014-03-05,수,16,13.6
2014-03-05,수,17,11.6
2014-03-05,수,18,16.7
2014-03-05,수,19,21.7
2014-03-05,수,20,22.7
2014-03-05,수,21,26.8
2014-03-05,수,22,27.7
2014-03-05,수,23,25.6
2014-03-05,수,24,23.5
2014-03-06,목,1,25.5
2014-03-06,목,2,24.4
2014-03-06,목,3,23.4
2014-03-06,목,4,24.4
2014-03-06,목,5,25.5
2014-03-06,목,6,26.4
2014-03-06,목,7,25.9
2014-03-06,목,8,35.1
2014-03-06,목,9,22.1
2014-03-06,목,10,18.6
2014-03-06,목,11,16.7
2014-03-06,목,12,12.7
2014-03-06,목,13,18.0
2014-03-06,목,14,11.4
2014-03-06,목,15,11.3
2014-03-06,목,16,14.5
2014-03-06,목,17,12.7
2014-03-06,목,18,15.6
2014-03-06,목,19,20.7
2014-03-06,목,20,22.7
2014-03-06,목,21,24.7
2014-03-06,목,22,26.6
2014-03-06,목,23,22.4
2014-03-06,목,24,26.5
2014-03-07,금,1,24.6
2014-03-07,금,2,22.3
2014-03-07,금,3,22.5
2014-03-07,금,4,22.5
2014-03-07,금,5,24.4
2014-03-07,금,6,24.4
2014-03-07,금,7,26.7
2014-03-07,금,8,27.9
2014-03-07,금,9,24.8
2014-03-07,금,10,18.9
2014-03-07,금,11,19.0
2014-03-07,금,12,16.5
2014-03-07,금,13,13.5
2014-03-07,금,14,13.7
2014-03-07,금,15,14.6
2014-03-07,금,16,14.6
2014-03-07,금,17,18.6
2014-03-07,금,18,23.6
2014-03-07,금,19,26.7
2014-03-07,금,20,26.6
2014-03-07,금,21,27.5
2014-03-07,금,22,30.5
2014-03-07,금,23,30.4
2014-03-07,금,24,30.4
2014-03-08,토,1,26.4
2014-03-08,토,2,26.3
2014-03-08,토,3,31.3
2014-03-08,토,4,25.5
2014-03-08,토,5,30.3
2014-03-08,토,6,26.3
2014-03-08,토,7,27.3
2014-03-08,토,8,29.4
2014-03-08,토,9,26.6
2014-03-08,토,10,22.6
2014-03-08,토,11,13.4
2014-03-08,토,12,14.6
2014-03-08,토,13,17.2
2014-03-08,토,14,10.5
2014-03-08,토,15,14.3
2014-03-08,토,16,9.5
2014-03-08,토,17,14.5
2014-03-08,토,18,13.5
2014-03-08,토,19,15.4
2014-03-08,토,20,16.4
2014-03-08,토,21,22.3
2014-03-08,토,22,24.3
2014-03-08,토,23,20.3
2014-03-08,토,24,22.3
2014-03-09,일,1,25.3
2014-03-09,일,2,19.2
2014-03-09,일,3,19.2
2014-03-09,일,4,19.2
2014-03-09,일,5,16.2
2014-03-09,일,6,15.5
2014-03-09,일,7,21.4
2014-03-09,일,8,17.3
2014-03-09,일,9,21.5
2014-03-09,일,10,17.7
2014-03-09,일,11,14.3
2014-03-09,일,12,12.4
2014-03-09,일,13,16.3
2014-03-09,일,14,11.4
2014-03-09,일,15,10.4
2014-03-09,일,16,11.4
2014-03-09,일,17,12.5
2014-03-09,일,18,16.6
2014-03-09,일,19,16.3
2014-03-09,일,20,21.4
2014-03-09,일,21,27.4
2014-03-09,일,22,29.4
2014-03-09,일,23,24.4
2014-03-09,일,24,25.4
2014-03-10,월,1,29.5
2014-03-10,월,2,19.4
2014-03-10,월,3,21.4
2014-03-10,월,4,27.6
2014-03-10,월,5,23.4
2014-03-10,월,6,22.5
2014-03-10,월,7,24.3
2014-03-10,월,8,30.5
2014-03-10,월,9,21.7
2014-03-10,월,10,14.9
2014-03-10,월,11,18.7
2014-03-10,월,12,14.8
2014-03-10,월,13,15.6
2014-03-10,월,14,13.7
2014-03-10,월,15,13.7
2014-03-10,월,16,10.6
2014-03-10,월,17,13.6
2014-03-10,월,18,15.6
2014-03-10,월,19,16.7
2014-03-10,월,20,23.6
2014-03-10,월,21,25.7
2014-03-10,월,22,25.5
2014-03-10,월,23,27.6
2014-03-10,월,24,26.7
2014-03-11,화,1,26.5
2014-03-11,화,2,23.7
2014-03-11,화,3,24.7
2014-03-11,화,4,23.7
2014-03-11,화,5,23.7
2014-03-11,화,6,26.8
2014-03-11,화,7,27.6
2014-03-11,화,8,27.6
2014-03-11,화,9,25.6
2014-03-11,화,10,18.4
2014-03-11,화,11,15.5
2014-03-11,화,12,14.6
2014-03-11,화,13,13.6
2014-03-11,화,14,12.4
2014-03-11,화,15,13.3
2014-03-11,화,16,13.6
2014-03-11,화,17,11.5
2014-03-11,화,18,12.4
2014-03-11,화,19,16.6
2014-03-11,화,20,19.4
2014-03-11,화,21,21.4
2014-03-11,화,22,24.5
2014-03-11,화,23,21.4
2014-03-11,화,24,22.5
2014-03-12,수,1,22.4
2014-03-12,수,2,21.5
2014-03-12,수,3,20.5
2014-03-12,수,4,21.4
2014-03-12,수,5,20.5
2014-03-12,수,6,22.6
2014-03-12,수,7,22.5
2014-03-12,수,8,31.0
2014-03-12,수,9,25.7
2014-03-12,수,10,18.8
2014-03-12,수,11,17.9
2014-03-12,수,12,20.9
2014-03-12,수,13,18.7
2014-03-12,수,14,18.5
2014-03-12,수,15,18.8
2014-03-12,수,16,20.8
2014-03-12,수,17,17.6
2014-03-12,수,18,19.7
2014-03-12,수,19,20.7
2014-03-12,수,20,24.7
2014-03-12,수,21,26.7
2014-03-12,수,22,24.4
2014-03-12,수,23,21.4
2014-03-12,수,24,22.6
2014-03-13,목,1,22.5
2014-03-13,목,2,17.5
2014-03-13,목,3,19.5
2014-03-13,목,4,18.6
2014-03-13,목,5,20.5
2014-03-13,목,6,18.3
2014-03-13,목,7,19.3
2014-03-13,목,8,33.0
2014-03-13,목,9,30.9
2014-03-13,목,10,28.7
2014-03-13,목,11,20.8
2014-03-13,목,12,23.9
2014-03-13,목,13,16.7
2014-03-13,목,14,22.4
2014-03-13,목,15,21.1
2014-03-13,목,16,21.5
2014-03-13,목,17,20.7
2014-03-13,목,18,23.8
2014-03-13,목,19,29.7
2014-03-13,목,20,28.7
2014-03-13,목,21,32.7
2014-03-13,목,22,30.4
2014-03-13,목,23,26.7
2014-03-13,목,24,23.6
2014-03-14,금,1,27.8
2014-03-14,금,2,23.6
2014-03-14,금,3,25.6
2014-03-14,금,4,26.6
2014-03-14,금,5,25.7
2014-03-14,금,6,22.5
2014-03-14,금,7,29.6
2014-03-14,금,8,34.7
2014-03-14,금,9,29.8
2014-03-14,금,10,24.7
2014-03-14,금,11,22.7
2014-03-14,금,12,17.6
2014-03-14,금,13,18.6
2014-03-14,금,14,12.5
2014-03-14,금,15,17.6
2014-03-14,금,16,12.6
2014-03-14,금,17,19.6
2014-03-14,금,18,20.9
2014-03-14,금,19,20.3
2014-03-14,금,20,23.4
2014-03-14,금,21,23.7
2014-03-14,금,22,24.4
2014-03-14,금,23,23.4
2014-03-14,금,24,22.3
2014-03-15,토,1,20.3
2014-03-15,토,2,20.3
2014-03-15,토,3,19.4
2014-03-15,토,4,16.3
2014-03-15,토,5,16.4
2014-03-15,토,6,16.3
2014-03-15,토,7,20.4
2014-03-15,토,8,20.4
2014-03-15,토,9,16.7
2014-03-15,토,10,15.5
2014-03-15,토,11,11.4
2014-03-15,토,12,10.3
2014-03-15,토,13,7.3
2014-03-15,토,14,10.4
2014-03-15,토,15,8.3
2014-03-15,토,16,9.6
2014-03-15,토,17,12.4
2014-03-15,토,18,10.4
2014-03-15,토,19,12.5
2014-03-15,토,20,14.3
2014-03-15,토,21,16.3
2014-03-15,토,22,15.4
2014-03-15,토,23,18.3
2014-03-15,토,24,19.3
2014-03-16,일,1,16.3
2014-03-16,일,2,17.4
2014-03-16,일,3,15.4
2014-03-16,일,4,13.2
2014-03-16,일,5,16.4
2014-03-16,일,6,18.3
2014-03-16,일,7,14.3
2014-03-16,일,8,12.3
2014-03-16,일,9,14.3
2014-03-16,일,10,12.7
2014-03-16,일,11,13.5
2014-03-16,일,12,11.3
2014-03-16,일,13,10.2
2014-03-16,일,14,5.6
2014-03-16,일,15,9.4
2014-03-16,일,16,6.4
2014-03-16,일,17,9.6
2014-03-16,일,18,11.4
2014-03-16,일,19,10.3
2014-03-16,일,20,10.4
2014-03-16,일,21,15.4
2014-03-16,일,22,17.5
2014-03-16,일,23,15.0
2014-03-16,일,24,13.3
2014-03-17,월,1,16.4
2014-03-17,월,2,16.4
2014-03-17,월,3,14.4
2014-03-17,월,4,14.4
2014-03-17,월,5,12.3
2014-03-17,월,6,12.3
2014-03-17,월,7,17.6
2014-03-17,월,8,22.8
2014-03-17,월,9,22.6
2014-03-17,월,10,17.5
2014-03-17,월,11,8.6
2014-03-17,월,12,8.4
2014-03-17,월,13,10.6
2014-03-17,월,14,9.3
2014-03-17,월,15,7.2
2014-03-17,월,16,7.4
2014-03-17,월,17,7.3
2014-03-17,월,18,8.2
2014-03-17,월,19,14.3
2014-03-17,월,20,14.4
2014-03-17,월,21,15.4
2014-03-17,월,22,13.4
2014-03-17,월,23,16.4
2014-03-17,월,24,14.3
2014-03-18,화,1,14.4
2014-03-18,화,2,14.4
2014-03-18,화,3,9.3
2014-03-18,화,4,12.4
2014-03-18,화,5,9.4
2014-03-18,화,6,9.3
2014-03-18,화,7,11.6
2014-03-18,화,8,25.8
2014-03-18,화,9,17.4
2014-03-18,화,10,12.7
2014-03-18,화,11,11.3
2014-03-18,화,12,10.5
2014-03-18,화,13,10.4
2014-03-18,화,14,10.4
2014-03-18,화,15,8.3
2014-03-18,화,16,8.4
2014-03-18,화,17,10.7
2014-03-18,화,18,10.1
2014-03-18,화,19,11.3
2014-03-18,화,20,13.3
2014-03-18,화,21,16.4
2014-03-18,화,22,16.3
2014-03-18,화,23,16.4
2014-03-18,화,24,15.4
2014-03-19,수,1,15.4
2014-03-19,수,2,11.4
2014-03-19,수,3,12.3
2014-03-19,수,4,11.3
2014-03-19,수,5,11.2
2014-03-19,수,6,12.5
2014-03-19,수,7,17.3
2014-03-19,수,8,21.6
2014-03-19,수,9,20.8
2014-03-19,수,10,15.6
2014-03-19,수,11,12.6
2014-03-19,수,12,10.4
