실적일자,요일,시간,청주 지역공급량(Gcal)
2016-01-24,일,18,221
2016-01-24,일,19,250
2016-01-24,일,20,248
2016-01-24,일,21,241
2016-01-24,일,22,243
2016-01-24,일,23,234
2016-01-24,일,24,221
2016-01-25,월,01,212
2016-01-25,월,02,192
2016-01-25,월,03,182
2016-01-25,월,04,185
2016-01-25,월,05,197
2016-01-25,월,07,182
2016-01-25,월,07,203
2016-01-25,월,08,229
2016-01-25,월,09,218
2016-01-25,월,10,191
2016-01-25,월,11,165
2016-01-25,월,12,135
2016-01-25,월,13,128
2016-01-25,월,14,135
2016-01-25,월,15,132
2016-01-25,월,16,135
2016-01-25,월,17,159
2016-01-25,월,18,183
2016-01-25,월,19,204
2016-01-25,월,20,222
2016-01-25,월,21,234
2016-01-25,월,22,240
2016-01-25,월,23,232
2016-01-25,월,24,214
2016-01-26,화,01,193
2016-01-26,화,02,179
2016-01-26,화,03,174
2016-01-26,화,04,166
2016-01-26,화,05,168
2016-01-26,화,07,163
2016-01-26,화,07,180
2016-01-26,화,08,189
2016-01-26,화,09,178
2016-01-26,화,10,169
2016-01-26,화,11,154
2016-01-26,화,12,134
2016-01-26,화,13,124
2016-01-26,화,14,119
2016-01-26,화,15,122
2016-01-26,화,16,124
2016-01-26,화,17,126
2016-01-26,화,18,147
2016-01-26,화,19,183
2016-01-26,화,20,197
2016-01-26,화,21,211
2016-01-26,화,22,214
2016-01-26,화,23,201
2016-01-26,화,24,186
2016-01-27,수,01,170
2016-01-27,수,02,166
2016-01-27,수,03,159
2016-01-27,수,04,155
2016-01-27,수,05,155
2016-01-27,수,07,156
2016-01-27,수,07,165
2016-01-27,수,08,178
2016-01-27,수,09,172
2016-01-27,수,10,155
2016-01-27,수,11,127
2016-01-27,수,12,109
2016-01-27,수,13,96
2016-01-27,수,14,98
2016-01-27,수,15,103
2016-01-27,수,16,104
2016-01-27,수,17,115
2016-01-27,수,18,129
2016-01-27,수,19,163
2016-01-27,수,20,188
2016-01-27,수,21,198
2016-01-27,수,22,214
2016-01-27,수,23,206
2016-01-27,수,24,184
2016-01-28,목,01,172
2016-01-28,목,02,163
2016-01-28,목,03,154
2016-01-28,목,04,149
2016-01-28,목,05,146
2016-01-28,목,07,144
2016-01-28,목,07,153
2016-01-28,목,08,162
2016-01-28,목,09,162
2016-01-28,목,10,150
2016-01-28,목,11,133
2016-01-28,목,12,118
2016-01-28,목,13,114
2016-01-28,목,14,121
2016-01-28,목,15,127
2016-01-28,목,16,129
2016-01-28,목,17,137
2016-01-28,목,18,147
2016-01-28,목,19,172
2016-01-28,목,20,181
2016-01-28,목,21,188
2016-01-28,목,22,184
2016-01-28,목,23,179
2016-01-28,목,24,161
2016-01-29,금,01,144
2016-01-29,금,02,140
2016-01-29,금,03,135
2016-01-29,금,04,133
2016-01-29,금,05,129
2016-01-29,금,07,125
2016-01-29,금,07,132
2016-01-29,금,08,151
2016-01-29,금,09,150
2016-01-29,금,10,124
2016-01-29,금,11,120
2016-01-29,금,12,106
2016-01-29,금,13,101
2016-01-29,금,14,111
2016-01-29,금,15,115
2016-01-29,금,16,111
2016-01-29,금,17,114
2016-01-29,금,18,121
2016-01-29,금,19,147
2016-01-29,금,20,160
2016-01-29,금,21,163
2016-01-29,금,22,162
2016-01-29,금,23,162
2016-01-29,금,24,151
2016-01-30,토,01,137
2016-01-30,토,02,130
2016-01-30,토,03,116
2016-01-30,토,04,115
2016-01-30,토,05,113
2016-01-30,토,07,114
2016-01-30,토,07,124
2016-01-30,토,08,134
2016-01-30,토,09,136
2016-01-30,토,10,143
2016-01-30,토,11,121
2016-01-30,토,12,102
2016-01-30,토,13,87
2016-01-30,토,14,83
2016-01-30,토,15,85
2016-01-30,토,16,82
2016-01-30,토,17,100
2016-01-30,토,18,111
2016-01-30,토,19,140
2016-01-30,토,20,147
2016-01-30,토,21,161
2016-01-30,토,22,161
2016-01-30,토,23,160
2016-01-30,토,24,152
2016-01-31,일,01,145
2016-01-31,일,02,137
2016-01-31,일,03,129
2016-01-31,일,04,128
2016-01-31,일,05,122
2016-01-31,일,07,122
2016-01-31,일,07,123
2016-01-31,일,08,129
2016-01-31,일,09,136
2016-01-31,일,10,133
2016-01-31,일,11,120
2016-01-31,일,12,110
2016-01-31,일,13,98
2016-01-31,일,14,99
2016-01-31,일,15,91
2016-01-31,일,16,86
2016-01-31,일,17,121
2016-01-31,일,18,150
2016-01-31,일,19,177
2016-01-31,일,20,193
2016-01-31,일,21,198
2016-01-31,일,22,196
2016-01-31,일,23,178
2016-01-31,일,24,159
2016-02-01,월,01,116
2016-02-01,월,02,121
2016-02-01,월,03,116
2016-02-01,월,04,126
2016-02-01,월,05,139
2016-02-01,월,07,131
2016-02-01,월,07,150
2016-02-01,월,08,167
2016-02-01,월,09,159
2016-02-01,월,10,140
2016-02-01,월,11,125
2016-02-01,월,12,96
2016-02-01,월,13,100
2016-02-01,월,14,84
2016-02-01,월,15,100
2016-02-01,월,16,97
2016-02-01,월,17,102
2016-02-01,월,18,136
2016-02-01,월,19,175
2016-02-01,월,20,200
2016-02-01,월,21,208
2016-02-01,월,22,205
2016-02-01,월,23,192
2016-02-01,월,24,168
2016-02-02,화,01,168
2016-02-02,화,02,155
2016-02-02,화,03,155
2016-02-02,화,04,147
2016-02-02,화,05,150
2016-02-02,화,07,143
2016-02-02,화,07,164
2016-02-02,화,08,192
2016-02-02,화,09,162
2016-02-02,화,10,132
2016-02-02,화,11,118
2016-02-02,화,12,94
2016-02-02,화,13,86
2016-02-02,화,14,87
2016-02-02,화,15,86
2016-02-02,화,16,97
2016-02-02,화,17,98
2016-02-02,화,18,136
2016-02-02,화,19,156
2016-02-02,화,20,179
2016-02-02,화,21,192
2016-02-02,화,22,199
2016-02-02,화,23,200
2016-02-02,화,24,182
2016-02-03,수,01,168
2016-02-03,수,02,159
2016-02-03,수,03,151
2016-02-03,수,04,150
2016-02-03,수,05,156
2016-02-03,수,07,152
2016-02-03,수,07,165
2016-02-03,수,08,177
2016-02-03,수,09,166
2016-02-03,수,10,138
2016-02-03,수,11,112
2016-02-03,수,12,88
2016-02-03,수,13,85
2016-02-03,수,14,84
2016-02-03,수,15,86
2016-02-03,수,16,89
2016-02-03,수,17,93
2016-02-03,수,18,104
2016-02-03,수,19,146
2016-02-03,수,20,173
2016-02-03,수,21,192
2016-02-03,수,22,197
2016-02-03,수,23,192
2016-02-03,수,24,174
2016-02-04,목,01,143
2016-02-04,목,02,139
2016-02-04,목,03,136
2016-02-04,목,04,134
2016-02-04,목,05,137
2016-02-04,목,07,135
2016-02-04,목,07,148
2016-02-04,목,08,174
2016-02-04,목,09,165
2016-02-04,목,10,148
2016-02-04,목,11,113
2016-02-04,목,12,90
2016-02-04,목,13,84
2016-02-04,목,14,86
2016-02-04,목,15,102
2016-02-04,목,16,93
2016-02-04,목,17,105
2016-02-04,목,18,131
2016-02-04,목,19,151
2016-02-04,목,20,167
2016-02-04,목,21,187
2016-02-04,목,22,181
2016-02-04,목,23,190
2016-02-04,목,24,177
2016-02-05,금,01,149
2016-02-05,금,02,149
2016-02-05,금,03,133
2016-02-05,금,04,125
2016-02-05,금,05,128
2016-02-05,금,07,139
2016-02-05,금,07,147
2016-02-05,금,08,164
2016-02-05,금,09,167
2016-02-05,금,10,136
2016-02-05,금,11,109
2016-02-05,금,12,90
2016-02-05,금,13,88
2016-02-05,금,14,84
2016-02-05,금,15,87
2016-02-05,금,16,99
2016-02-05,금,17,95
2016-02-05,금,18,110
2016-02-05,금,19,156
2016-02-05,금,20,175
2016-02-05,금,21,184
2016-02-05,금,22,189
2016-02-05,금,23,179
2016-02-05,금,24,166
2016-02-06,토,01,154
2016-02-06,토,02,145
2016-02-06,토,03,142
2016-02-06,토,04,130
2016-02-06,토,05,123
2016-02-06,토,07,121
2016-02-06,토,07,133
2016-02-06,토,08,147
2016-02-06,토,09,160
2016-02-06,토,10,139
2016-02-06,토,11,121
2016-02-06,토,12,109
2016-02-06,토,13,98
2016-02-06,토,14,93
2016-02-06,토,15,98
2016-02-06,토,16,100
2016-02-06,토,17,103
2016-02-06,토,18,139
2016-02-06,토,19,176
2016-02-06,토,20,183
2016-02-06,토,21,175
2016-02-06,토,22,171
2016-02-06,토,23,172
2016-02-06,토,24,166
2016-02-07,일,01,151
2016-02-07,일,02,149
2016-02-07,일,03,142
2016-02-07,일,04,143
2016-02-07,일,05,144
2016-02-07,일,07,144
2016-02-07,일,07,144
2016-02-07,일,08,158
2016-02-07,일,09,163
2016-02-07,일,10,139
2016-02-07,일,11,117
2016-02-07,일,12,110
2016-02-07,일,13,96
2016-02-07,일,14,96
2016-02-07,일,15,94
2016-02-07,일,16,91
2016-02-07,일,17,97
2016-02-07,일,18,110
2016-02-07,일,19,138
2016-02-07,일,20,149
2016-02-07,일,21,163
2016-02-07,일,22,163
2016-02-07,일,23,162
2016-02-07,일,24,153
2016-02-08,월,01,143
2016-02-08,월,02,137
2016-02-08,월,03,132
2016-02-08,월,04,130
2016-02-08,월,05,129
2016-02-08,월,07,126
2016-02-08,월,07,137
2016-02-08,월,08,161
2016-02-08,월,09,148
2016-02-08,월,10,119
2016-02-08,월,11,98
2016-02-08,월,12,86
2016-02-08,월,13,78
2016-02-08,월,14,80
2016-02-08,월,15,86
2016-02-08,월,16,102
2016-02-08,월,17,113
2016-02-08,월,18,135
2016-02-08,월,19,144
2016-02-08,월,20,143
2016-02-08,월,21,151
2016-02-08,월,22,154
2016-02-08,월,23,152
2016-02-08,월,24,140
2016-02-09,화,01,139
2016-02-09,화,02,131
2016-02-09,화,03,131
2016-02-09,화,04,122
2016-02-09,화,05,118
2016-02-09,화,07,120
2016-02-09,화,07,129
2016-02-09,화,08,126
2016-02-09,화,09,127
2016-02-09,화,10,115
2016-02-09,화,11,102
2016-02-09,화,12,95
2016-02-09,화,13,89
2016-02-09,화,14,91
2016-02-09,화,15,82
2016-02-09,화,16,83
2016-02-09,화,17,98
2016-02-09,화,18,118
2016-02-09,화,19,145
2016-02-09,화,20,153
2016-02-09,화,21,171
2016-02-09,화,22,168
2016-02-09,화,23,167
2016-02-09,화,24,158
2016-02-10,수,01,142
2016-02-10,수,02,136
2016-02-10,수,03,130
2016-02-10,수,04,130
2016-02-10,수,05,132
2016-02-10,수,07,132
2016-02-10,수,07,130
2016-02-10,수,08,135
2016-02-10,수,09,127
2016-02-10,수,10,112
2016-02-10,수,11,106
2016-02-10,수,12,99
2016-02-10,수,13,86
2016-02-10,수,14,82
2016-02-10,수,15,77
2016-02-10,수,16,72
2016-02-10,수,17,82
2016-02-10,수,18,100
2016-02-10,수,19,132
2016-02-10,수,20,146
2016-02-10,수,21,162
2016-02-10,수,22,159
2016-02-10,수,23,154
2016-02-10,수,24,141
2016-02-11,목,01,128
2016-02-11,목,02,118
2016-02-11,목,03,114
2016-02-11,목,04,113
2016-02-11,목,05,117
2016-02-11,목,07,116
2016-02-11,목,07,125
2016-02-11,목,08,155
2016-02-11,목,09,136
2016-02-11,목,10,114
2016-02-11,목,11,96
2016-02-11,목,12,82
2016-02-11,목,13,76
2016-02-11,목,14,79
2016-02-11,목,15,76
2016-02-11,목,16,77
2016-02-11,목,17,84
2016-02-11,목,18,101
2016-02-11,목,19,113
2016-02-11,목,20,135
2016-02-11,목,21,140
2016-02-11,목,22,147
2016-02-11,목,23,132
2016-02-11,목,24,119
2016-02-12,금,01,112
2016-02-12,금,02,102
2016-02-12,금,03,91
2016-02-12,금,04,89
2016-02-12,금,05,92
2016-02-12,금,07,88
2016-02-12,금,07,96
2016-02-12,금,08,116
2016-02-12,금,09,116
2016-02-12,금,10,99
2016-02-12,금,11,89
2016-02-12,금,12,76
2016-02-12,금,13,73
2016-02-12,금,14,74
2016-02-12,금,15,74
2016-02-12,금,16,70
2016-02-12,금,17,81
2016-02-12,금,18,91
2016-02-12,금,19,104
2016-02-12,금,20,117
2016-02-12,금,21,117
2016-02-12,금,22,121
2016-02-12,금,23,121
2016-02-12,금,24,101
2016-02-13,토,01,78
2016-02-13,토,02,80
2016-02-13,토,03,68
2016-02-13,토,04,65
2016-02-13,토,05,62
2016-02-13,토,07,66
2016-02-13,토,07,72
2016-02-13,토,08,73
2016-02-13,토,09,82
2016-02-13,토,10,96
2016-02-13,토,11,94
2016-02-13,토,12,86
2016-02-13,토,13,77
2016-02-13,토,14,72
2016-02-13,토,15,63
2016-02-13,토,16,64
2016-02-13,토,17,72
2016-02-13,토,18,77
2016-02-13,토,19,93
2016-02-13,토,20,92
2016-02-13,토,21,100
2016-02-13,토,22,101
2016-02-13,토,23,98
2016-02-13,토,24,94
2016-02-14,일,01,85
2016-02-14,일,02,90
2016-02-14,일,03,88
2016-02-14,일,04,83
2016-02-14,일,05,88
2016-02-14,일,07,89
2016-02-14,일,07,95
2016-02-14,일,08,105
2016-02-14,일,09,115
2016-02-14,일,10,122
2016-02-14,일,11,120
2016-02-14,일,12,115
2016-02-14,일,13,108
2016-02-14,일,14,102
2016-02-14,일,15,101
2016-02-14,일,16,111
2016-02-14,일,17,120
2016-02-14,일,18,138
2016-02-14,일,19,160
2016-02-14,일,20,174
2016-02-14,일,21,185
2016-02-14,일,22,172
2016-02-14,일,23,171
2016-02-14,일,24,162
2016-02-15,월,01,150
2016-02-15,월,02,144
2016-02-15,월,03,133
2016-02-15,월,04,134
2016-02-15,월,05,137
2016-02-15,월,07,137
2016-02-15,월,07,152
2016-02-15,월,08,171
2016-02-15,월,09,160
2016-02-15,월,10,138
2016-02-15,월,11,117
2016-02-15,월,12,100
2016-02-15,월,13,90
2016-02-15,월,14,95
2016-02-15,월,15,96
2016-02-15,월,16,96
2016-02-15,월,17,107
2016-02-15,월,18,125
2016-02-15,월,19,161
2016-02-15,월,20,179
2016-02-15,월,21,188
2016-02-15,월,22,187
2016-02-15,월,23,185
2016-02-15,월,24,167
2016-02-16,화,01,165
2016-02-16,화,02,155
2016-02-16,화,03,143
2016-02-16,화,04,140
2016-02-16,화,05,135
2016-02-16,화,07,139
2016-02-16,화,07,145
2016-02-16,화,08,164
2016-02-16,화,09,158
2016-02-16,화,10,149
2016-02-16,화,11,132
2016-02-16,화,12,109
2016-02-16,화,13,111
2016-02-16,화,14,109
2016-02-16,화,15,122
2016-02-16,화,16,125
2016-02-16,화,17,122
2016-02-16,화,18,137
2016-02-16,화,19,168
2016-02-16,화,20,183
2016-02-16,화,21,191
2016-02-16,화,22,195
2016-02-16,화,23,193
2016-02-16,화,24,170
2016-02-17,수,01,156
2016-02-17,수,02,151
2016-02-17,수,03,144
2016-02-17,수,04,142
2016-02-17,수,05,144
2016-02-17,수,07,148
2016-02-17,수,07,149
2016-02-17,수,08,164
2016-02-17,수,09,156
2016-02-17,수,10,129
2016-02-17,수,11,106
2016-02-17,수,12,90
2016-02-17,수,13,87
2016-02-17,수,14,90
2016-02-17,수,15,91
2016-02-17,수,16,89
2016-02-17,수,17,84
2016-02-17,수,18,104
2016-02-17,수,19,137
2016-02-17,수,20,156
2016-02-17,수,21,164
2016-02-17,수,22,170
2016-02-17,수,23,172
2016-02-17,수,24,160
2016-02-18,목,01,149
2016-02-18,목,02,140
2016-02-18,목,03,128
2016-02-18,목,04,131
2016-02-18,목,05,128
2016-02-18,목,07,128
2016-02-18,목,07,128
2016-02-18,목,08,152
2016-02-18,목,09,141
2016-02-18,목,10,115
2016-02-18,목,11,100
2016-02-18,목,12,83
2016-02-18,목,13,81
2016-02-18,목,14,85
2016-02-18,목,15,85
2016-02-18,목,16,88
2016-02-18,목,17,97
2016-02-18,목,18,105
2016-02-18,목,19,136
2016-02-18,목,20,149
2016-02-18,목,21,161
2016-02-18,목,22,161
2016-02-18,목,23,153
2016-02-18,목,24,144
2016-02-19,금,01,130
2016-02-19,금,02,122
2016-02-19,금,03,108
2016-02-19,금,04,110
2016-02-19,금,05,110
2016-02-19,금,07,117
2016-02-19,금,07,125
2016-02-19,금,08,144
2016-02-19,금,09,130
2016-02-19,금,10,122
2016-02-19,금,11,110
2016-02-19,금,12,104
2016-02-19,금,13,101
2016-02-19,금,14,102
2016-02-19,금,15,107
2016-02-19,금,16,104
2016-02-19,금,17,111
2016-02-19,금,18,117
2016-02-19,금,19,139
2016-02-19,금,20,150
2016-02-19,금,21,164
2016-02-19,금,22,163
2016-02-19,금,23,159
2016-02-19,금,24,150
2016-02-20,토,01,140
2016-02-20,토,02,131
2016-02-20,토,03,125
2016-02-20,토,04,117
2016-02-20,토,05,114
2016-02-20,토,07,122
2016-02-20,토,07,119
2016-02-20,토,08,129
2016-02-20,토,09,139
2016-02-20,토,10,124
2016-02-20,토,11,115
2016-02-20,토,12,102
2016-02-20,토,13,93
2016-02-20,토,14,92
2016-02-20,토,15,81
2016-02-20,토,16,88
2016-02-20,토,17,102
2016-02-20,토,18,122
2016-02-20,토,19,150
2016-02-20,토,20,166
2016-02-20,토,21,173
2016-02-20,토,22,170
2016-02-20,토,23,165
2016-02-20,토,24,160
2016-02-21,일,01,148
2016-02-21,일,02,148
2016-02-21,일,03,145
2016-02-21,일,04,136
2016-02-21,일,05,130
2016-02-21,일,07,135
2016-02-21,일,07,134
2016-02-21,일,08,139
2016-02-21,일,09,140
2016-02-21,일,10,126
2016-02-21,일,11,111
2016-02-21,일,12,104
2016-02-21,일,13,97
2016-02-21,일,14,95
2016-02-21,일,15,90
2016-02-21,일,16,89
2016-02-21,일,17,98
2016-02-21,일,18,122
2016-02-21,일,19,159
2016-02-21,일,20,179
2016-02-21,일,21,190
2016-02-21,일,22,184
2016-02-21,일,23,169
2016-02-21,일,24,153
2016-02-22,월,01,141
2016-02-22,월,02,129
2016-02-22,월,03,129
2016-02-22,월,04,129
2016-02-22,월,05,128
2016-02-22,월,07,135
2016-02-22,월,07,150
2016-02-22,월,08,161
2016-02-22,월,09,159
2016-02-22,월,10,126
2016-02-22,월,11,113
2016-02-22,월,12,98
2016-02-22,월,13,89
2016-02-22,월,14,89
2016-02-22,월,15,93
2016-02-22,월,16,88
2016-02-22,월,17,94
2016-02-22,월,18,108
2016-02-22,월,19,130
2016-02-22,월,20,147
2016-02-22,월,21,151
2016-02-22,월,22,162
2016-02-22,월,23,153
2016-02-22,월,24,138
2016-02-23,화,01,128
2016-02-23,화,02,115
2016-02-23,화,03,110
2016-02-23,화,04,106
2016-02-23,화,05,107
2016-02-23,화,07,116
2016-02-23,화,07,127
2016-02-23,화,08,147
2016-02-23,화,09,147
2016-02-23,화,10,131
2016-02-23,화,11,116
2016-02-23,화,12,101
2016-02-23,화,13,95
2016-02-23,화,14,97
2016-02-23,화,15,97
2016-02-23,화,16,107
2016-02-23,화,17,116
2016-02-23,화,18,135
2016-02-23,화,19,163
2016-02-23,화,20,185
2016-02-23,화,21,196
2016-02-23,화,22,198
2016-02-23,화,23,194
2016-02-23,화,24,180
2016-02-24,수,01,167
2016-02-24,수,02,159
2016-02-24,수,03,147
2016-02-24,수,04,144
2016-02-24,수,05,142
2016-02-24,수,07,145
2016-02-24,수,07,151
2016-02-24,수,08,169
2016-02-24,수,09,157
2016-02-24,수,10,127
2016-02-24,수,11,108
2016-02-24,수,12,91
2016-02-24,수,13,84
2016-02-24,수,14,85
2016-02-24,수,15,83
2016-02-24,수,16,90
2016-02-24,수,17,96
2016-02-24,수,18,115
2016-02-24,수,19,145
2016-02-24,수,20,172
2016-02-24,수,21,181
2016-02-24,수,22,188
2016-02-24,수,23,183
2016-02-24,수,24,169
2016-02-25,목,01,169
2016-02-25,목,02,156
2016-02-25,목,03,144
2016-02-25,목,04,141
2016-02-25,목,05,139
2016-02-25,목,07,140
2016-02-25,목,07,150
2016-02-25,목,08,172
2016-02-25,목,09,158
2016-02-25,목,10,134
2016-02-25,목,11,116
2016-02-25,목,12,99
2016-02-25,목,13,96
2016-02-25,목,14,98
2016-02-25,목,15,107
2016-02-25,목,16,106
2016-02-25,목,17,109
2016-02-25,목,18,115
2016-02-25,목,19,142
2016-02-25,목,20,162
2016-02-25,목,21,173
2016-02-25,목,22,184
2016-02-25,목,23,177
2016-02-25,목,24,161
2016-02-26,금,01,153
2016-02-26,금,02,139
2016-02-26,금,03,128
2016-02-26,금,04,125
2016-02-26,금,05,122
2016-02-26,금,07,126
2016-02-26,금,07,128
2016-02-26,금,08,143
2016-02-26,금,09,138
2016-02-26,금,10,124
2016-02-26,금,11,113
2016-02-26,금,12,100
2016-02-26,금,13,86
2016-02-26,금,14,95
2016-02-26,금,15,98
2016-02-26,금,16,97
2016-02-26,금,17,102
2016-02-26,금,18,112
2016-02-26,금,19,139
2016-02-26,금,20,155
2016-02-26,금,21,156
2016-02-26,금,22,159
2016-02-26,금,23,152
2016-02-26,금,24,156
2016-02-27,토,01,144
2016-02-27,토,02,133
2016-02-27,토,03,120
2016-02-27,토,04,113
2016-02-27,토,05,119
2016-02-27,토,07,125
2016-02-27,토,07,128
2016-02-27,토,08,130
2016-02-27,토,09,135
2016-02-27,토,10,133
2016-02-27,토,11,115
2016-02-27,토,12,96
2016-02-27,토,13,82
2016-02-27,토,14,84
2016-02-27,토,15,70
2016-02-27,토,16,74
2016-02-27,토,17,81
2016-02-27,토,18,95
2016-02-27,토,19,116
2016-02-27,토,20,133
2016-02-27,토,21,141
2016-02-27,토,22,144
2016-02-27,토,23,138
2016-02-27,토,24,130
2016-02-28,일,01,124
2016-02-28,일,02,110
2016-02-28,일,03,106
2016-02-28,일,04,105
2016-02-28,일,05,103
2016-02-28,일,07,102
2016-02-28,일,07,103
2016-02-28,일,08,108
2016-02-28,일,09,114
2016-02-28,일,10,116
2016-02-28,일,11,108
2016-02-28,일,12,105
2016-02-28,일,13,103
2016-02-28,일,14,110
2016-02-28,일,15,116
2016-02-28,일,16,127
2016-02-28,일,17,137
2016-02-28,일,18,144
2016-02-28,일,19,161
2016-02-28,일,20,172
2016-02-28,일,21,174
2016-02-28,일,22,171
2016-02-28,일,23,168
2016-02-28,일,24,157
2016-02-29,월,01,157
2016-02-29,월,02,148
2016-02-29,월,03,140
2016-02-29,월,04,136
2016-02-29,월,05,135
2016-02-29,월,07,138
2016-02-29,월,07,150
2016-02-29,월,08,167
2016-02-29,월,09,164
2016-02-29,월,10,156
2016-02-29,월,11,149
2016-02-29,월,12,122
2016-02-29,월,13,119
2016-02-29,월,14,120
2016-02-29,월,15,123
2016-02-29,월,16,130
2016-02-29,월,17,137
2016-02-29,월,18,146
2016-02-29,월,19,177
2016-02-29,월,20,200
2016-02-29,월,21,194
2016-02-29,월,22,197
2016-02-29,월,23,195
2016-02-29,월,24,180
2016-03-01,화,01,163
2016-03-01,화,02,163
2016-03-01,화,03,155
2016-03-01,화,04,157
2016-03-01,화,05,153
2016-03-01,화,07,151
2016-03-01,화,07,153
2016-03-01,화,08,160
2016-03-01,화,09,146
2016-03-01,화,10,126
2016-03-01,화,11,118
2016-03-01,화,12,108
2016-03-01,화,13,99
2016-03-01,화,14,91
2016-03-01,화,15,82
2016-03-01,화,16,84
2016-03-01,화,17,89
2016-03-01,화,18,115
2016-03-01,화,19,154
2016-03-01,화,20,176
2016-03-01,화,21,187
2016-03-01,화,22,192
2016-03-01,화,23,175
2016-03-01,화,24,160
2016-03-02,수,01,143
2016-03-02,수,02,137
2016-03-02,수,03,132
2016-03-02,수,04,132
2016-03-02,수,05,130
2016-03-02,수,07,130
2016-03-02,수,07,146
2016-03-02,수,08,178
2016-03-02,수,09,158
2016-03-02,수,10,132
2016-03-02,수,11,104
2016-03-02,수,12,94
2016-03-02,수,13,79
2016-03-02,수,14,86
2016-03-02,수,15,82
2016-03-02,수,16,81
2016-03-02,수,17,80
2016-03-02,수,18,91
2016-03-02,수,19,114
2016-03-02,수,20,146
2016-03-02,수,21,157
2016-03-02,수,22,163
2016-03-02,수,23,161
2016-03-02,수,24,152
2016-03-03,목,01,138
2016-03-03,목,02,129
2016-03-03,목,03,120
2016-03-03,목,04,115
2016-03-03,목,05,111
2016-03-03,목,07,114
2016-03-03,목,07,127
2016-03-03,목,08,150
2016-03-03,목,09,136
2016-03-03,목,10,119
2016-03-03,목,11,103
2016-03-03,목,12,81
2016-03-03,목,13,65
2016-03-03,목,14,65
2016-03-03,목,15,53
2016-03-03,목,16,60
2016-03-03,목,17,63
2016-03-03,목,18,67
2016-03-03,목,19,103
2016-03-03,목,20,115
2016-03-03,목,21,132
2016-03-03,목,22,146
2016-03-03,목,23,141
2016-03-03,목,24,134
2016-03-04,금,01,120
2016-03-04,금,02,106
2016-03-04,금,03,99
2016-03-04,금,04,94
2016-03-04,금,05,89
2016-03-04,금,07,91
2016-03-04,금,07,105
2016-03-04,금,08,140
2016-03-04,금,09,113
2016-03-04,금,10,96
2016-03-04,금,11,82
2016-03-04,금,12,68
2016-03-04,금,13,65
2016-03-04,금,14,61
2016-03-04,금,15,60
2016-03-04,금,16,64
2016-03-04,금,17,77
2016-03-04,금,18,88
2016-03-04,금,19,105
2016-03-04,금,20,116
2016-03-04,금,21,119
2016-03-04,금,22,124
2016-03-04,금,23,121
2016-03-04,금,24,113
2016-03-05,토,01,104
2016-03-05,토,02,94
2016-03-05,토,03,82
2016-03-05,토,04,82
2016-03-05,토,05,78
2016-03-05,토,07,80
2016-03-05,토,07,80
2016-03-05,토,08,91
2016-03-05,토,09,96
2016-03-05,토,10,94
2016-03-05,토,11,85
2016-03-05,토,12,75
2016-03-05,토,13,73
2016-03-05,토,14,66
2016-03-05,토,15,58
2016-03-05,토,16,60
2016-03-05,토,17,66
2016-03-05,토,18,78
2016-03-05,토,19,92
2016-03-05,토,20,97
2016-03-05,토,21,99
2016-03-05,토,22,97
2016-03-05,토,23,95
2016-03-05,토,24,85
2016-03-06,일,01,81
2016-03-06,일,02,72
2016-03-06,일,03,65
2016-03-06,일,04,65
2016-03-06,일,05,65
2016-03-06,일,07,72
2016-03-06,일,07,74
2016-03-06,일,08,80
2016-03-06,일,09,83
2016-03-06,일,10,88
2016-03-06,일,11,77
2016-03-06,일,12,72
2016-03-06,일,13,65
2016-03-06,일,14,60
2016-03-06,일,15,52
2016-03-06,일,16,54
2016-03-06,일,17,57
2016-03-06,일,18,65
2016-03-06,일,19,80
2016-03-06,일,20,98
2016-03-06,일,21,113
2016-03-06,일,22,110
2016-03-06,일,23,103
2016-03-06,일,24,94
2016-03-07,월,01,83
2016-03-07,월,02,74
2016-03-07,월,03,69
2016-03-07,월,04,71
2016-03-07,월,05,71
2016-03-07,월,07,79
2016-03-07,월,07,97
2016-03-07,월,08,124
2016-03-07,월,09,97
2016-03-07,월,10,77
2016-03-07,월,11,73
2016-03-07,월,12,57
2016-03-07,월,13,53
2016-03-07,월,14,57
2016-03-07,월,15,49
2016-03-07,월,16,56
2016-03-07,월,17,62
2016-03-07,월,18,67
2016-03-07,월,19,79
2016-03-07,월,20,95
2016-03-07,월,21,104
2016-03-07,월,22,112
2016-03-07,월,23,109
2016-03-07,월,24,102
2016-03-08,화,01,90
2016-03-08,화,02,83
2016-03-08,화,03,77
2016-03-08,화,04,76
2016-03-08,화,05,73
2016-03-08,화,07,77
2016-03-08,화,07,93
2016-03-08,화,08,126
2016-03-08,화,09,102
2016-03-08,화,10,91
2016-03-08,화,11,72
2016-03-08,화,12,70
2016-03-08,화,13,69
2016-03-08,화,14,72
2016-03-08,화,15,67
2016-03-08,화,16,70
2016-03-08,화,17,80
2016-03-08,화,18,95
2016-03-08,화,19,121
2016-03-08,화,20,139
2016-03-08,화,21,145
2016-03-08,화,22,152
2016-03-08,화,23,148
2016-03-08,화,24,132
2016-03-09,수,01,118
2016-03-09,수,02,109
2016-03-09,수,03,100
2016-03-09,수,04,96
2016-03-09,수,05,97
2016-03-09,수,07,102
2016-03-09,수,07,116
2016-03-09,수,08,138
2016-03-09,수,09,114
2016-03-09,수,10,100
2016-03-09,수,11,83
